GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),0-100kph Time(s),0-100mph Time(s),0-200kph Time(s),0-30mph Time(s),0-60mph Time(s),1/4 mile time(s),1/8 mile time(s),100-0kph Time(s),40-60mph Time(s),60-0mph Time(s),60-120mph Time(s),60-130mph Time(s),60-80mph Time(s),80-100mph Time(s),80-120kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Ambient air temp(°F),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(kpa),Catalyst Temperature (Bank 1 Sensor 1)(°F),Catalyst Temperature (Bank 1 Sensor 2)(°F),Catalyst Temperature (Bank 2 Sensor 1)(°F),Catalyst Temperature (Bank 2 Sensor 2)(°F),Commanded Equivalence Ratio(lambda),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),DPF Temperature(°F),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°F),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°F),Engine reference torque(Nm),Engine RPM(rpm),Ethanol Fuel %(%),Evap System Vapour Pressure(Pa),Exhaust Gas Temperature 1(°F),Exhaust Gas Temperature 2(°F),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel pressure(kpa),Fuel Rail Pressure(kpa),Fuel Rail Pressure (relative to manifold vacuum)(kpa),Fuel Rate (direct from ECU)(L/m),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel trim bank 1 sensor 3(%),Fuel trim bank 1 sensor 4(%),Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 2 Long Term(%),Fuel trim bank 2 sensor 1(%),Fuel trim bank 2 sensor 2(%),Fuel trim bank 2 sensor 3(%),Fuel trim bank 2 sensor 4(%),Fuel Trim Bank 2 Short Term(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Intake Air Temperature(°F),Intake Manifold Pressure(kpa),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor1 wide-range Voltage,O2 Sensor2 Equivalence Ratio,O2 Sensor2 wide-range Voltage,O2 Sensor3 Equivalence Ratio,O2 Sensor3 wide-range Voltage,O2 Sensor4 Equivalence Ratio,O2 Sensor4 wide-range Voltage,O2 Sensor5 Equivalence Ratio,O2 Sensor5 wide-range Voltage,O2 Sensor6 Equivalence Ratio,O2 Sensor6 wide-range Voltage,O2 Sensor7 Equivalence Ratio,O2 Sensor7 wide-range Voltage,O2 Sensor8 Equivalence Ratio,O2 Sensor8 wide-range Voltage,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),O2 Volts Bank 2 sensor 3(V),O2 Volts Bank 2 sensor 4(V),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Transmission Temperature(Method 1)(°F),Transmission Temperature(Method 2)(°F),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(bar),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Tue Mar 29 07:03:54 PDT 2016,29-Mar-2016 07:03:54.006,-121.48706808,38.42790711,21.897589,3.0,-26.0,323.1,0.9342041,0.061645508,0.22096354,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,12.15686321,-0.02597944,0.92895508,0.02050781,0.19101563,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,46.62758636,44.77483368,1010.47900391,100,1308.19996619,-,1308.19996619,-,1,507.69424438,232.72962952,-242.2895813,26049,0,-,-,-,-,183.19999599,-,27.45098114,19.6078434,-,-,789,-,-794,-,-,0.24216841,2.19798112,36.63301849,46.66666794,-,-,-,-,-31.45981216,-4.6875,2.34375,-,-,-,2.34375,-6.25,-1.5625,-,-,-,-2.34375,0.47866085,3,-26,323.1000061,38.42790711,-121.48706808,14,4.89286613,-,-,55.39999938,37,13.64876556,13.57420254,7.3266058,7.36685133,-,32.10416794,31.92878151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.64499998,0.44999999,-,-,0.79999995,0.70499998,-,-,-,1.96078432,509,21.89758873,22,12.15686321,21,-,-,-,11.44744682,8.73549557,26.92630005,3.57430506,8552.36328125,335,323.4960022,12.20100021,-0.62999998,14.35999966,13,-
Tue Mar 29 07:03:55 PDT 2016,29-Mar-2016 07:03:54.994,-121.4871075,38.42792013,16.633402,3.0,-25.0,323.9,0.9519043,0.08911133,0.15031388,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,12.15686321,-0.01072283,0.95141596,0.08422852,0.15634766,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,46.39041138,44.55921173,1010.46600342,100,1308.19996619,-,1308.19996619,-,1,506.36950684,328.85342407,-242.30378723,26049,0,-,-,-,-,183.19999599,-,29.01960754,19.6078434,-,-,732,-,-812,-,-,0.24280347,2.27759266,37.95987701,46.66666794,-,-,-,-,-31.46165466,-4.6875,2.34375,-,-,-,3.90625,-6.25,-1.5625,-,-,-,-2.34375,0.47991607,3,-25,323.8999939,38.42792013,-121.4871075,14,4.63340187,-,-,55.39999938,38,9.65923405,13.57413006,10.35269737,7.36689043,-,22.7201252,31.92861176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.64499998,0.44999999,-,-,0.79999995,0.70499998,-,-,-,1.96078432,511,16.63340187,12,12.15686321,13,-,-,-,11.43536472,8.74472618,26.89788055,3.5835371,8552.37207031,336,324.45498657,12.20100021,-0.62000005,14.35999966,13,-
Tue Mar 29 07:03:56 PDT 2016,29-Mar-2016 07:03:55.996,-121.4871221,38.42795787,11.987999,3.0,-26.0,326.0,0.95499676,0.09484863,0.095312506,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,11.76470566,-0.0196538,0.9528808,0.0925293,0.10947267,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,46.39041138,44.55921173,1010.49200439,100,1308.19996619,-,1308.19996619,-,1,506.36950684,328.85342407,-242.30378723,26049,0,-,-,-,-,183.19999599,-,29.01960754,19.6078434,-,-,732,-,-812,-,-,0.24280347,2.27759266,37.95987701,46.66666794,-,-,-,-,-31.46165466,-4.6875,0,-,-,-,3.90625,-6.25,0.78125,-,-,-,0.78125,0.47991607,3,-26,326,38.42795787,-121.4871221,14,4.63340187,-,-,55.39999938,38,9.65923405,13.57413006,10.35269737,7.36689043,-,22.7201252,31.92861176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.79999995,0.41,-,-,0.72499996,0.70499998,-,-,-,1.96078432,511,11.98799896,12,12.15686321,13,-,-,-,11.43536472,8.74472618,26.89788055,3.5835371,8552.37207031,337,325.51901245,12.20100021,-0.62000005,14.35999966,12.89999962,-
Tue Mar 29 07:03:57 PDT 2016,29-Mar-2016 07:03:57.009,-121.48712734,38.42797165,9.432617,3.0,-27.0,325.8,0.96365356,0.10812378,0.047308356,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,11.76470566,-0.02558577,0.95483392,0.12255859,0.04868164,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,46.13605499,44.32679749,1010.47900391,100,1308.19996619,-,1308.19996619,-,1,506.36950684,-,-242.31596375,26049,0,-,-,-,-,183.19999599,-,34.90196228,20,-,-,671,-,-812,-,-,0.24340613,2.2242651,37.07108307,46.66666794,-,-,-,-,-31.46340179,-4.6875,0,-,-,-,3.90625,-6.25,0.78125,-,-,-,0.78125,0.48110729,3,-27,325.79998779,38.42797165,-121.48712734,14,0.43261719,-,-,55.39999938,40,5.39499187,13.57397842,18.53554726,7.36697245,-,12.68991756,31.92825508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.79999995,0.41,-,-,0.72499996,0.70499998,-,-,-,1.96078432,513,9.43261719,9,12.15686321,5,-,-,-,11.39482498,8.77583694,26.80252457,3.58913708,8552.37792969,338,326.55300903,12.20100021,-0.60000006,14.31400013,12.89999962,-
Tue Mar 29 07:03:58 PDT 2016,29-Mar-2016 07:03:58.013,-121.48713764,38.42797737,7.79639,3.0,-27.0,325.7,0.9655762,0.110555016,0.032690432,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,14.50980377,-0.02629169,0.95996094,0.09521484,0.02988282,18.03921509,0,-,-,9.76000023,-,48.19999957,46.13605499,44.32679749,1010.50500488,100,1308.19996619,-,1308.19996619,-,1,506.36950684,-,-242.31596375,26049,0,-,-,-,-,183.19999599,-,34.90196228,20,-,-,671,-,-812,-,-,0.24340613,2.2242651,37.07108307,46.66666794,-,-,-,-,-31.46340179,-4.6875,4.6875,-,-,-,3.90625,-6.25,6.25,-,-,-,2.34375,0.48110729,3,-27,325.70001221,38.42797737,-121.48713764,14,0.43261719,-,-,55.39999938,40,5.39499187,13.57397842,18.53554726,7.36697245,-,12.68991756,31.92825508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.095,0.38999999,-,-,0.28999999,0.70499998,-,-,-,4.31372547,513,7.79639006,9,12.15686321,5,-,-,-,11.39482498,8.77583694,26.80252457,3.58913708,8552.37792969,339,327.53799438,12.20100021,-0.60000006,14.31400013,13,-
Tue Mar 29 07:03:59 PDT 2016,29-Mar-2016 07:03:59.012,-121.48715486,38.42800004,9.818435,3.0,-27.0,330.4,0.9674072,0.10595703,0.02772624,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,14.50980377,-0.00048123,0.98242188,0.10180664,0.05112305,18.03921509,0,-,-,9.76000023,-,48.19999957,45.90540695,44.11688232,1010.50500488,100,1308.19996619,-,1308.19996619,-,1,506.36950684,-,-242.32998657,26049,0,-,-,-,-,183.19999599,0.9139744,34.11764908,34.11764526,-,-,1224,-,-812,-,-,0.24415503,2.75252795,45.87546539,46.66666794,-,-,-,-,-31.46557426,-4.6875,-1.5625,-,-,-,0,-6.25,6.25,-,-,-,2.34375,0.48258755,3,-27,330.3999939,38.42800004,-121.48715486,14,2.18156528,1.22565985,-,55.39999938,54,3.26969194,13.57378864,30.5836544,7.36707592,-,7.69085932,31.92780685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.44999999,-,-,0.28999999,0.70499998,-,-,-,4.31372547,515,9.81843472,12,12.54901981,25.5,5.25912237,-,-,11.34065723,8.81775379,26.67511368,3.59476614,8552.38378906,340,328.55499268,12.20100021,-0.46000001,14.34500027,13,-
Tue Mar 29 07:04:00 PDT 2016,29-Mar-2016 07:03:59.999,-121.48717529,38.42802476,12.855226,3.0,-26.0,329.9,0.9399007,0.06998698,0.206722,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,12.15686321,-0.01243448,0.93823242,0.07202148,0.19858401,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,45.90540695,44.11688232,1010.51800537,100,1299.19996643,-,1299.19996643,-,1,506.36950684,-,-242.32998657,26049,0,-,-,-,-,183.19999599,0.9139744,34.11764908,34.11764526,-,-,1224,-,-849,-,-,0.24415503,2.75252795,45.87546539,46.66666794,-,-,-,-,-31.46557426,-4.6875,-1.5625,-,-,-,0,-6.25,-0.78125,-,-,-,-1.5625,0.48258755,3,-26,329.8999939,38.42802476,-121.48717529,14,2.18156528,1.22565985,-,55.39999938,54,3.26969194,13.57378864,30.5836544,7.36707592,-,7.69085932,31.92780685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.44999999,-,-,0.81999999,0.70499998,-,-,-,2.35294127,515,12.85522556,12,12.54901981,25.5,5.25912237,-,-,11.34065723,8.81775379,26.67511368,3.59476614,8552.38378906,341,329.51000977,12.20100021,-0.46000001,14.34500027,13,-
Tue Mar 29 07:04:01 PDT 2016,29-Mar-2016 07:04:00.998,-121.48719797,38.42804259,11.232922,3.0,-26.0,331.9,0.96047974,0.09655762,0.0911621,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,12.15686321,-0.01593435,0.96093744,0.10083008,0.08481446,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,45.65100861,43.88386917,1010.54400635,100,1299.19996643,-,1299.19996643,-,1,506.36950684,-,-242.35049438,26049,0,-,-,-,-,183.19999599,0.9139744,37.25490189,22.35294151,-,-,654,-,-849,-,-,0.24522488,3.99820781,66.63679504,46.66666794,-,-,-,-,-31.46867752,-4.6875,4.6875,-,-,-,4.6875,-6.25,-0.78125,-,-,-,-1.5625,0.48470214,3,-26,331.8999939,38.42804259,-121.48719797,14,3.2329216,1.22565985,-,55.39999938,43,3.00131774,13.57359314,33.31840897,7.36718178,-,7.05959892,31.92734718,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.565,0.37,-,-,0.81999999,0.70499998,-,-,-,2.35294127,517,11.2329216,8,12.54901981,10.5,5.25912237,-,-,11.28542995,8.86090565,26.54520988,3.60020494,8552.38964844,342,330.5329895,12.20100021,-0.57000001,14.32900047,13,-
Tue Mar 29 07:04:02 PDT 2016,29-Mar-2016 07:04:02.000,-121.48721531,38.42804835,6.9134994,3.0,-26.0,330.0,0.9580078,0.10183716,0.079840094,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,11.76470566,-0.019622,0.96191406,0.10351562,0.05649415,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,45.65100861,43.88386917,1010.53100586,100,1297.39996648,-,1297.39996648,-,1,506.36950684,-,-242.35049438,26049,0,-,-,-,-,183.19999599,0.9139744,37.25490189,22.35294151,-,-,654,-,-821,-,-,0.24522488,3.99820781,66.63679504,46.66666794,-,-,-,-,-31.46867752,-4.6875,4.6875,-,-,-,4.6875,-6.25,6.25,-,-,-,3.125,0.48470214,3,-26,330,38.42804835,-121.48721531,14,3.2329216,1.22565985,-,55.39999938,43,3.00131774,13.57359314,33.31840897,7.36718178,-,7.05959892,31.92734718,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.565,0.37,-,-,0.075,0.70499998,-,-,-,1.56862748,517,6.91349936,8,12.54901981,10.5,5.25912237,-,-,11.28542995,8.86090565,26.54520988,3.60020494,8552.38964844,343,331.54098511,12.20100021,-0.57000001,14.32900047,12.80000019,-
Tue Mar 29 07:04:03 PDT 2016,29-Mar-2016 07:04:03.016,-121.48723114,38.42805634,5.9041095,3.0,-26.0,330.0,0.961792,0.110066734,0.04603679,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,11.76470566,-0.01259788,0.96923834,0.12060547,0.04257812,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,45.38666534,43.64102554,1010.54400635,100,1297.39996648,-,1297.39996648,-,1,506.36950684,-,-242.35978699,26049,0,-,-,-,-,183.19999599,-,30.58823586,21.56862831,-,-,674,-,-821,-,-,0.2457974,1.98725319,33.12088776,46.66666794,-,-,-,-,-31.47033882,-4.6875,-3.125,-,-,-,-2.34375,-6.25,6.25,-,-,-,3.125,0.48583376,3,-26,330,38.42805634,-121.48723114,14,0.09589052,-,-,55.39999938,40,4.02562094,13.57341671,24.84067345,7.36727762,-,9.46892929,31.92693329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42999998,0.37,-,-,0.075,0.70499998,-,-,-,1.56862748,519,5.90410948,6,11.76470566,9.5,-,-,-,11.23766804,8.89856529,26.43286514,3.60411334,8552.39355469,344,332.46499634,12.20100021,-0.60000006,14.34500027,12.80000019,-
Tue Mar 29 07:04:04 PDT 2016,29-Mar-2016 07:04:04.002,-121.48724689,38.42806424,6.092621,3.0,-25.0,329.8,0.9875183,0.14422607,-0.12401734,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,17.25490189,-0.00038763,0.98754889,0.14746094,-0.13930663,19.6078434,9.8039217,-,-,9.76000023,-,48.19999957,45.38666534,43.64102554,1010.50500488,100,1295.59996653,-,1295.59996653,-,1,506.36950684,-,-242.35978699,26049,0,-,-,-,-,183.19999599,-,30.58823586,21.56862831,-,-,674,-,-840,-,-,0.2457974,1.98725319,33.12088776,46.66666794,-,-,-,-,-31.47033882,-4.6875,-3.125,-,-,-,-2.34375,-6.25,-0.78125,-,-,-,3.90625,0.48583376,3,-25,329.79998779,38.42806424,-121.48724689,14,0.09589052,-,-,55.39999938,40,4.02562094,13.57341671,24.84067345,7.36727762,-,9.46892929,31.92693329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42999998,0.34999999,-,-,0.37,0.70499998,-,-,-,7.05882359,519,6.09262085,6,11.76470566,9.5,-,-,-,11.23766804,8.89856529,26.43286514,3.60411334,8552.39355469,345,333.54901123,12.20100021,-0.60000006,14.34500027,13,-
Tue Mar 29 07:04:05 PDT 2016,29-Mar-2016 07:04:05.015,-121.48725911,38.42808027,8.424,3.0,-25.0,331.2,0.97347003,0.102376305,0.042456057,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,17.25490189,-0.01890533,0.96459961,0.09545898,0.04941406,19.6078434,9.8039217,-,-,9.76000023,-,48.19999957,45.16556168,43.43949127,1010.55700684,100,1295.59996653,-,1295.59996653,-,1,506.36950684,-,-242.37132263,26049,0,-,-,-,-,183.19999599,1.81571829,28.23529434,38.4313736,-,-,1430,-,-840,-,-,0.24645451,2.40643001,40.10716629,46.66666794,-,-,-,-,-31.47224426,-4.6875,-2.34375,-,-,-,1.5625,-6.25,-0.78125,-,-,-,3.90625,0.48713258,3,-25,331.20001221,38.42808027,-121.48725911,14,3.57600021,2.4349184,-,55.39999938,47,2.49329758,13.57321167,40.10717773,7.36738873,-,5.86465073,31.92645073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66499996,0.48999998,-,-,0.37,0.70499998,-,-,-,7.05882359,521,8.42399979,12,11.76470566,31,8.94279099,-,-,11.18051529,8.94405365,26.2984333,3.60896826,8552.39746094,346,334.52200317,12.20100021,-0.53,14.3760004,13,-
Tue Mar 29 07:04:06 PDT 2016,29-Mar-2016 07:04:06.016,-121.48727486,38.42810629,12.312053,3.0,-25.0,332.4,0.95060223,0.08748373,0.1141927,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,11.76470566,-0.01441159,0.95581055,0.08447266,0.12363281,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,45.16556168,43.43949127,1010.55700684,100,1286.59996676,-,1286.59996676,-,1,506.36950684,-,-242.37132263,26049,0,-,-,-,-,183.19999599,1.81571829,28.23529434,14.90196037,-,-,1430,-,-767,-,-,0.24645451,2.40643001,40.10716629,46.66666794,-,-,-,-,-31.47224426,-4.6875,-2.34375,-,-,-,1.5625,-6.25,-1.5625,-,-,-,2.34375,0.48713258,3,-25,332.3999939,38.42810629,-121.48727486,14,3.57600021,2.4349184,-,55.39999938,47,2.49329758,13.57321167,40.10717773,7.36738873,-,5.86465073,31.92645073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66499996,0.48999998,-,-,0.11499999,0.745,-,-,-,1.96078432,521,12.31205273,12,11.76470566,31,8.94279099,-,-,11.18051529,8.94405365,26.2984333,3.60896826,8552.39746094,347,335.51699829,12.20100021,-0.53,14.3760004,12.80000019,-
Tue Mar 29 07:04:07 PDT 2016,29-Mar-2016 07:04:07.002,-121.48729409,38.42813684,12.781267,3.0,-26.0,332.9,0.94496375,0.0879255,0.13601424,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,11.76470566,-0.02428791,0.94360352,0.08203125,0.13291016,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,44.94078827,43.23417664,1010.55700684,100,1286.59996676,-,1286.59996676,-,1,506.36950684,-,-242.38803101,26049,0,-,-,-,-,183.19999599,1.81571829,21.56862831,14.90196037,-,-,890,-,-767,-,-,0.24736647,3.36754346,56.12572479,46.66666794,-,-,-,-,-31.47488976,-4.6875,1.5625,-,-,-,5.46875,-6.25,2.34375,-,-,-,2.34375,0.48893514,3,-26,332.8999939,38.42813684,-121.48729409,14,1.78126717,2.4349184,-,55.39999938,31,3.56339622,13.57302666,28.06287003,7.36748934,-,8.38170052,31.92601585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81999999,0.47,-,-,0.77999997,0.745,-,-,-,1.96078432,523,12.78126717,11,12.15686321,25,8.94279099,-,-,11.13105392,8.98379707,26.18209076,3.61521649,8552.40429688,348,336.54199219,12.20100021,-0.69000001,14.43700027,12.80000019,-
Tue Mar 29 07:04:08 PDT 2016,29-Mar-2016 07:04:08.003,-121.48731043,38.42816347,10.008582,3.0,-26.0,334.6,0.9539795,0.089274086,0.1191976,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,12.15686321,-0.01640562,0.95507812,0.09960938,0.11142578,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,44.94078827,43.23417664,1010.5960083,100,1288.39996672,-,1288.39996672,-,1,506.36950684,-,-242.38803101,26049,0,-,-,-,-,183.19999599,1.81571829,21.56862831,17.64705849,-,-,890,-,-803,-,-,0.24736647,3.36754346,56.12572479,46.66666794,-,-,-,-,-31.47488976,-4.6875,1.5625,-,-,-,5.46875,-6.25,2.34375,-,-,-,1.5625,0.48893514,3,-26,334.6000061,38.42816347,-121.48731043,14,1.78126717,2.4349184,-,55.39999938,31,3.56339622,13.57302666,28.06287003,7.36748934,-,8.38170052,31.92601585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81999999,0.47,-,-,0.77999997,0.75999999,-,-,-,2.35294127,523,10.00858212,11,12.15686321,25,8.94279099,-,-,11.13105392,8.98379707,26.18209076,3.61521649,8552.40429688,349,337.54199219,12.20100021,-0.69000001,14.43700027,13,-
Tue Mar 29 07:04:09 PDT 2016,29-Mar-2016 07:04:09.014,-121.48732164,38.42818223,7.092822,3.0,-27.0,334.7,0.96728516,0.1056722,0.0348877,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,12.15686321,-0.0196765,0.96264648,0.10522462,0.05039063,8.62745094,4.31372547,-,-,9.76000023,-,48.19999957,44.68627548,43,1010.55700684,100,1288.39996672,-,1288.39996672,-,1,506.36950684,-,-242.40023804,26049,0,-,-,-,-,183.19999599,-,29.41176605,17.64705849,-,-,661,-,-803,-,-,0.24806051,2.43392944,40.56549072,46.66666794,-,-,-,-,-31.47690392,-4.6875,5.46875,-,-,-,3.90625,-6.25,7.03125,-,-,-,1.5625,0.49030694,3,-27,334.70001221,38.42818223,-121.48732164,14,1.09282207,-,-,55.39999938,36,4.51940012,13.57285881,22.12663841,7.36758041,-,10.63038063,31.92562294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.055,0.41,-,-,0.055,0.75999999,-,-,-,2.35294127,525,7.09282207,6,11.76470566,9.5,-,-,-,11.08839798,9.01835632,26.08175659,3.61991978,8552.40917969,350,338.53900146,12.20100021,-0.64000004,14.22099972,13,-
Tue Mar 29 07:04:10 PDT 2016,29-Mar-2016 07:04:10.021,-121.48733049,38.42819611,5.876938,3.0,-26.0,335.2,0.9135335,0.1821289,-0.5843343,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,23.52941132,0.05018725,0.9152832,0.171875,-0.58461916,26.66666794,13.33333397,-,-,9.76000023,-,48.19999957,44.68627548,43,1010.50500488,100,1288.39996672,-,1281.19996691,-,1,506.36950684,-,-242.40023804,26049,0,-,-,-,-,183.19999599,-,29.41176605,55.29411697,-,-,661,-,-639,-,-,0.24806051,2.43392944,40.56549072,46.66666794,-,-,-,-,-31.47690392,0,5.46875,-,-,-,3.90625,0,7.03125,-,-,-,3.90625,0.49030694,3,-26,335.20001221,38.42819611,-121.48733049,14,1.09282207,-,-,55.39999938,36,4.51940012,13.57285881,22.12663841,7.36758041,-,10.63038063,31.92562294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.055,0.41,-,-,0.055,0.75999999,-,-,-,12.94117641,525,5.87693787,6,11.76470566,9.5,-,-,-,11.08839798,9.01835632,26.08175659,3.61991978,8552.40917969,351,339.56201172,12.20100021,-0.64000004,14.22099972,13,-
Tue Mar 29 07:04:11 PDT 2016,29-Mar-2016 07:04:11.019,-121.48734318,38.42821681,11.629393,3.0,-26.0,335.9,0.92126465,0.14648438,-0.5145202,-,-,-,37.00899887,-,37.00500107,37.00899887,-,-,-,-,-,-,-,-,23.52941132,0.01832069,0.92944336,0.08227539,-0.50698245,26.66666794,13.33333397,-,-,9.76000023,-,48.19999957,44.51298523,42.84375,1010.50500488,100,1288.39996672,-,1281.19996691,-,1,506.36950684,-,-242.42416382,26049,0,-,-,-,-,183.19999599,5.34536409,73.72549438,55.29411697,-,-,2220,-,-639,-,-,0.24926516,4.31832552,71.97209167,46.66666794,-,-,-,-,-31.48039818,0,-3.125,-,-,-,1.5625,0,1.5625,-,-,-,3.90625,0.49268803,3,-26,335.8999939,38.42821681,-121.48734318,13,12.12306213,7.16825151,-,55.39999938,86,1.38941491,13.57263374,71.97211456,7.36770248,-,3.26813483,31.9250927,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.44999999,0.75999999,-,-,0.175,0.75999999,-,-,-,12.94117641,527,11.62939262,18,26.27450943,31.5,16.95840454,-,-,11.02622509,9.06920815,25.93551445,3.62651968,8552.41503906,352,340.50799561,12.20100021,-0.13999999,14.35999966,13,-
